Time (s),Lap Distance (m),Ground Speed (km/h),Latitude Degrees (),Latitude Minutes (),Latitude Minute fraction (),Longitude Degrees (),Longitude Minutes (),Longitude Minute - fraction (),YawNorth (rad),X (m),Y (m),AP Info:
0.616666666666667,35.9917418340395,210.11950029136,34,50,41.7188625682739,136,32,20.0732369547882,2.4422870437291,22.1694850921631,-26.036750793457,0
0.633333333333333,36.96426306285,210.009670554781,34,50,41.6919520318059,136,32,20.1004805266666,2.44312287966279,22.861629486084,-26.8660297393799,0
0.65,37.9372687878564,210.328802647984,34,50,41.6657518566437,136,32,20.1269098261196,2.44316758314637,23.5330867767334,-27.6734180450439,0
0.666666666666667,38.9108323635487,210.250662051081,34,50,41.6467022239117,136,32,20.1463448038044,2.44339658419159,24.0268478393555,-28.2604541778564,0
0.683333333333333,39.8842179687555,210.251919398261,34,50,41.6215541277749,136,32,20.1718915104425,2.44361360470322,24.6758823394775,-29.03542137146,0
0.7,40.8584333733401,210.60913538229,34,50,41.5932999171047,136,32,20.2008406263917,2.4439914981511,25.4113578796387,-29.9061069488525,0
0.716666666666667,41.8335051256625,210.621861620948,34,50,41.5713372167743,136,32,20.2233803339641,2.44420792261628,25.9839973449707,-30.5829124450684,0
0.733333333333333,42.8083270948066,210.501229049323,34,50,41.5537424710179,136,32,20.2415102662076,2.44509591261414,26.4446029663086,-31.125114440918,0
0.75,43.7835921385642,210.813269853976,34,50,41.5252363462228,136,32,20.2702183756333,2.44521196285752,27.1739559173584,-32.0035629272461,0
0.766666666666667,44.7595481697957,210.799735638029,34,50,41.5005150672469,136,32,20.2952957657817,2.44511135021714,27.8110675811768,-32.7653770446777,0
0.783333333333333,45.7355875364455,210.849270754685,34,50,41.4714700842266,136,32,20.3249991389316,2.44540192286042,28.5657062530518,-33.6604309082031,0
0.8,46.7115414179044,210.762806035539,34,50,41.4432804814338,136,32,20.35373441086,2.44561804930237,29.2957496643066,-34.529125213623,0
0.816666666666667,47.687421341597,210.817320999654,34,50,41.4246161940382,136,32,20.3726046430848,2.4457437554982,29.7751636505127,-35.1042861938477,0
0.833333333333333,48.6637072347269,210.938184832488,34,50,41.4054758125217,136,32,20.3922434939887,2.44620241323975,30.2741050720215,-35.6941184997559,0
0.85,49.6404160182528,211.000009650692,34,50,41.3772014100287,136,32,20.4209548038239,2.44603832165268,31.0035400390625,-36.5654258728027,0
